PWVmidTim        PW
20190104/2145   -9.9
20190104/2215   -9.9
20190104/2245   -9.9
20190104/2315   -9.9
20190104/2345   -9.9
20190104/2345   -9.9
20190105/0015   -9.9
20190105/0045   -9.9
20190105/0115   -9.9
20190105/0145   -9.9
20190105/0215   -9.9
20190105/0245   -9.9
20190105/0315   -9.9
20190105/0345   -9.9
20190105/0415   -9.9
20190105/0445   -9.9
20190105/0515   -9.9
20190105/0545   -9.9
20190105/0615   -9.9
20190105/0645   -9.9
20190105/0715   -9.9
20190105/0745   -9.9
20190105/0815   -9.9
20190105/0845   -9.9
20190105/0915   -9.9
20190105/0945   -9.9
20190105/1015   -9.9
20190105/1045   -9.9
20190105/1115   -9.9
20190105/1145   -9.9
20190105/1215   -9.9
20190105/1245   -9.9
20190105/1315   -9.9
20190105/1345   -9.9
20190105/1415   -9.9
20190105/1445   -9.9
20190105/1515   -9.9
20190105/1545   -9.9
20190105/1615   -9.9
20190105/1645   -9.9
20190105/1715   -9.9
20190105/1745   -9.9
20190105/1815   -9.9
20190105/1845   -9.9
20190105/1915   -9.9
20190105/1945   -9.9
20190105/2015   -9.9
20190105/2045   -9.9
20190105/2115   -9.9
20190105/2145   -9.9
20190105/2215   -9.9
20190105/2245   -9.9
20190105/2315   -9.9
20190105/2345   -9.9
20190105/2345   -9.9
20190105/0015   -9.9
20190105/0045   -9.9
20190105/0115   -9.9
20190105/0145   -9.9
20190105/0215   -9.9
20190105/0245   -9.9
20190105/0315   -9.9
20190105/0345   -9.9
20190105/0415   -9.9
20190105/0445   -9.9
20190105/0515   -9.9
20190105/0545   -9.9
20190105/0615   -9.9
20190105/0645   -9.9
20190105/0715   -9.9
20190105/0745   -9.9
20190105/0815   -9.9
20190105/0845   -9.9
20190105/0915   -9.9
20190105/0945   -9.9
20190105/1015   -9.9
20190105/1045   -9.9
20190105/1115   -9.9
20190105/1145   -9.9
20190105/1215   -9.9
20190105/1245   -9.9
20190105/1315   -9.9
20190105/1345   -9.9
20190105/1415   -9.9
20190105/1445   -9.9
20190105/1515   -9.9
20190105/1545   -9.9
20190105/1615   -9.9
20190105/1645   -9.9
20190105/1715   -9.9
20190105/1745   -9.9
20190105/1815   -9.9
20190105/1845   -9.9
20190105/1915   -9.9
20190105/1945   -9.9
20190105/2015   -9.9
20190105/2045   -9.9
20190105/2115   -9.9
20190105/2145   -9.9
20190105/2215   -9.9
20190105/2245   -9.9
20190105/2315   -9.9
20190105/2345   -9.9
20190105/2345   -9.9
20190106/0015   -9.9
20190106/0045   -9.9
20190106/0115   -9.9
20190106/0145   -9.9
20190106/0215   -9.9
20190106/0245   -9.9
20190106/0315   -9.9
20190106/0345   -9.9
20190106/0415   -9.9
20190106/0445   -9.9
20190106/0515   -9.9
20190106/0545   -9.9
20190106/0615   -9.9
20190106/0645   -9.9
20190106/0715   -9.9
20190106/0745   -9.9
20190106/0815   -9.9
20190106/0845   -9.9
20190106/0915   -9.9
20190106/0945   -9.9
20190106/1015   -9.9
20190106/1045   -9.9
20190106/1115   -9.9
20190106/1145   -9.9
20190106/1215   -9.9
20190106/1245   -9.9
20190106/1315   -9.9
20190106/1345   -9.9
20190106/1415   -9.9
20190106/1445   -9.9
20190106/1515   -9.9
20190106/1545   -9.9
20190106/1615   -9.9
20190106/1645   -9.9
20190106/1715   -9.9
20190106/1745   -9.9
20190106/1815   -9.9
20190106/1845   -9.9
20190106/1915   -9.9
20190106/1945   -9.9
20190106/2015   -9.9
20190106/2045   -9.9
20190106/2115   -9.9
20190106/2145   -9.9
20190106/2215   -9.9
20190106/2245   -9.9
20190106/2315   -9.9
20190106/2345   -9.9
20190106/2345   -9.9
20190107/0015   -9.9
20190107/0045   -9.9
20190107/0115   -9.9
20190107/0145   -9.9
20190107/0215   -9.9
20190107/0245   -9.9
20190107/0315   -9.9
20190107/0345   -9.9
20190107/0415   -9.9
20190107/0445   -9.9
20190107/0515   -9.9
20190107/0545   -9.9
20190107/0715   -9.9
20190107/0745   -9.9
20190107/0815   -9.9
20190107/0845   -9.9
20190107/0915   -9.9
20190107/0945   -9.9
20190107/1015   -9.9
20190107/1045   -9.9
20190107/1115   -9.9
20190107/1145   -9.9
20190107/1215   -9.9
20190107/1245   -9.9
20190107/1315   -9.9
20190107/1345   -9.9
20190107/1415   -9.9
20190107/1445   -9.9
20190107/1515   -9.9
20190107/1545   -9.9
20190107/1615   -9.9
20190107/1645   -9.9
20190107/1715   -9.9
20190107/1745   -9.9
20190107/1815   -9.9
20190107/1845   -9.9
20190107/1915   -9.9
20190107/1945   -9.9
20190107/2015   -9.9
20190107/2045   -9.9
20190107/2115   -9.9
20190107/2145   -9.9
20190107/2215   -9.9
20190107/2245   -9.9
20190107/2315   -9.9
20190107/2345   -9.9
20190107/2345   -9.9
20190108/0015   -9.9
20190108/0045   -9.9
20190108/0115   -9.9
20190108/0145   -9.9
20190108/0215   -9.9
20190108/0245   -9.9
20190108/0315   -9.9
20190108/0345   -9.9
20190108/0415   -9.9
20190108/0445   -9.9
20190108/0515   -9.9
20190108/0545   -9.9
20190108/0615   -9.9
20190108/0645   -9.9
20190108/0715   -9.9
20190108/0745   -9.9
20190108/0815   -9.9
20190108/0845   -9.9
20190108/0915   -9.9
20190108/0945   -9.9
20190108/1015   -9.9
20190108/1045   -9.9
20190108/1115   -9.9
20190108/1145   -9.9
20190108/1215   -9.9
20190108/1245   -9.9
20190108/1315   -9.9
20190108/1345   -9.9
20190108/1415   -9.9
20190108/1445   -9.9
20190108/1515   -9.9
20190108/1545   -9.9
20190108/1615   -9.9
20190108/1645   -9.9
20190108/1715   -9.9
20190108/1745   -9.9
20190108/1815   -9.9
20190108/1845   -9.9
20190108/1915   -9.9
20190108/1945   -9.9
20190108/2015   -9.9
20190108/2045   -9.9
20190108/2115   -9.9
20190108/2145   -9.9
20190108/2215   -9.9
20190108/2245   -9.9
20190108/2315   -9.9
20190108/2345   -9.9
20190108/2345   -9.9
20190109/0015   -9.9
20190109/0045   -9.9
20190109/0115   -9.9
20190109/0145   -9.9
20190109/0215   -9.9
20190109/0245   -9.9
20190109/0315   -9.9
20190109/0345   -9.9
20190109/0415   -9.9
20190109/0445   -9.9
20190109/0515   -9.9
20190109/0545   -9.9
20190109/0615   -9.9
20190109/0645   -9.9
20190109/0715   -9.9
20190109/0745   -9.9
20190109/0815   -9.9
20190109/0845   -9.9
20190109/0915   -9.9
20190109/0945   -9.9
20190109/1015   -9.9
20190109/1045   -9.9
20190109/1115   -9.9
20190109/1145   -9.9
20190109/1215   -9.9
20190109/1245   -9.9
20190109/1315   -9.9
20190109/1345   -9.9
20190109/1415   -9.9
20190109/1445   -9.9
20190109/1515   -9.9
20190109/1545   -9.9
20190109/1615   -9.9
20190109/1645   -9.9
20190109/1715   -9.9
20190109/1745   -9.9
20190109/1815   -9.9
20190109/1845   -9.9
20190109/1915   -9.9
20190109/1945   -9.9
20190109/2015   -9.9
20190109/2045   -9.9
20190109/2115   -9.9
20190109/2145   -9.9
20190109/2215   -9.9
20190109/2245   -9.9
20190109/2315   -9.9
20190109/2345   -9.9
20190109/2345   -9.9
20190110/0015   -9.9
20190110/0045   -9.9
20190110/0115   -9.9
20190110/0145   -9.9
20190110/0215   -9.9
20190110/0245   -9.9
20190110/0315   -9.9
20190110/0345   -9.9
20190110/0415   -9.9
20190110/0445   -9.9
20190110/0515   -9.9
20190110/0545   -9.9
20190110/0615   -9.9
20190110/0645   -9.9
20190110/0715   -9.9
20190110/0745   -9.9
20190110/0815   -9.9
20190110/0845   -9.9
20190110/0915   -9.9
20190110/0945   -9.9
20190110/1015   -9.9
20190110/1045   -9.9
20190110/1115   -9.9
20190110/1145   -9.9
20190110/1215   -9.9
20190110/1245   -9.9
20190110/1315   -9.9
20190110/1345   -9.9
20190110/1415   -9.9
20190110/1445   -9.9
20190110/1515   -9.9
20190110/1545   -9.9
20190110/1615   -9.9
20190110/1645   -9.9
20190110/1715   -9.9
20190110/1745   -9.9
20190110/1815   -9.9
20190110/1845   -9.9
20190110/1915   -9.9
20190110/1945   -9.9
20190110/2015   -9.9
20190110/2045   -9.9
20190110/2115   -9.9
20190110/2145   -9.9
20190110/2215   -9.9
20190110/2245   -9.9
20190110/2315   -9.9
20190110/2345   -9.9
20190110/2345   -9.9
20190111/0015   -9.9
20190111/0045   -9.9
20190111/0115   -9.9
20190111/0145   -9.9
20190111/0215   -9.9
20190111/0245   -9.9
20190111/0315   -9.9
20190111/0345   -9.9
20190111/0415   -9.9
20190111/0445   -9.9
20190111/0515   -9.9
20190111/0545   -9.9
20190111/0615   -9.9
20190111/0645   -9.9
20190111/0715   -9.9
20190111/0745   -9.9
20190111/0815   -9.9
20190111/0845   -9.9
20190111/0915   -9.9
20190111/0945   -9.9
20190111/1015   -9.9
20190111/1045   -9.9
20190111/1115   -9.9
20190111/1145   -9.9
20190111/1215   -9.9
20190111/1245   -9.9
20190111/1315   -9.9
20190111/1345   -9.9
20190111/1415   -9.9
20190111/1445   -9.9
20190111/1515   -9.9
20190111/1545   -9.9
20190111/1615   -9.9
20190111/1645   -9.9
20190111/1715   -9.9
20190111/1745   -9.9
20190111/1815   -9.9
20190111/1845   -9.9
20190111/1915   -9.9
20190111/1945   -9.9
20190111/2015   -9.9
20190111/2045   -9.9
20190111/2115   -9.9
20190111/2145   -9.9
20190111/2215   -9.9
20190111/2245   -9.9
20190111/2315   -9.9
20190111/2345   -9.9
20190111/2345   -9.9
20190112/0015   -9.9
20190112/0045   -9.9
20190112/0115   -9.9
20190112/0145   -9.9
20190112/0215   -9.9
20190112/0245   -9.9
20190112/0315   -9.9
20190112/0345   -9.9
20190112/0415   -9.9
20190112/0445   -9.9
20190112/0515   -9.9
20190112/0545   -9.9
20190112/0615   -9.9
20190112/0645   -9.9
20190112/0715   -9.9
20190112/0745   -9.9
20190112/0815   -9.9
20190112/0845   -9.9
20190112/0915   -9.9
20190112/0945   -9.9
20190112/1015   -9.9
20190112/1045   -9.9
20190112/1115   -9.9
20190112/1145   -9.9
20190112/1215   -9.9
20190112/1245   -9.9
20190112/1315   -9.9
20190112/1345   -9.9
20190112/1415   -9.9
20190112/1445   -9.9
20190112/1515   -9.9
20190112/1545   -9.9
20190112/1615   -9.9
20190112/1645   -9.9
20190112/1715   -9.9
20190112/1745   -9.9
20190112/1815   -9.9
20190112/1845   -9.9
20190112/1915   -9.9
20190112/1945   -9.9
20190112/2015   -9.9
20190112/2045   -9.9
20190112/2115   -9.9
20190112/2145   -9.9
20190112/2215   -9.9
20190112/2245   -9.9
20190112/2315   -9.9
20190112/2345   -9.9
20190112/2345   -9.9
20190113/0015   -9.9
20190113/0045   -9.9
20190113/0115   -9.9
20190113/0145   -9.9
20190113/0215   -9.9
20190113/0245   -9.9
20190113/0315   -9.9
20190113/0345   -9.9
20190113/0415   -9.9
20190113/0445   -9.9
20190113/0515   -9.9
20190113/0545   -9.9
20190113/0615   -9.9
20190113/0645   -9.9
20190113/0715   -9.9
20190113/0745   -9.9
20190113/0815   -9.9
20190113/0845   -9.9
20190113/0915   -9.9
20190113/0945   -9.9
20190113/1015   -9.9
20190113/1045   -9.9
20190113/1115   -9.9
20190113/1145   -9.9
20190113/1215   -9.9
20190113/1245   -9.9
20190113/1315   -9.9
20190113/1345   -9.9
20190113/1415   -9.9
20190113/1445   -9.9
20190113/1515   -9.9
20190113/1545   -9.9
20190113/1615   -9.9
20190113/1645   -9.9
20190113/1715   -9.9
20190113/1745   -9.9
20190113/1815   -9.9
20190113/1845   -9.9
20190113/1915   -9.9
20190113/1945   -9.9
20190113/2015   -9.9
20190113/2045   -9.9
20190113/2115   -9.9
20190113/2145   -9.9
20190113/2215   -9.9
20190113/2245   -9.9
20190113/2315   -9.9
20190113/2345   -9.9
20190113/2345   -9.9
20190114/0015   -9.9
20190114/0045   -9.9
20190114/0115   -9.9
20190114/0145   -9.9
20190114/0215   -9.9
20190114/0245   -9.9
20190114/0315   -9.9
20190114/0345   -9.9
20190114/0415   -9.9
20190114/0445   -9.9
20190114/0515   -9.9
20190114/0545   -9.9
20190114/0615   -9.9
20190114/0645   -9.9
20190114/0715   -9.9
20190114/0745   -9.9
20190114/0815   -9.9
20190114/0845   -9.9
20190114/0915   -9.9
20190114/0945   -9.9
20190114/1015   -9.9
20190114/1045   -9.9
20190114/1115   -9.9
20190114/1145   -9.9
20190114/1215   -9.9
20190114/1245   -9.9
20190114/1315   -9.9
20190114/1345   -9.9
20190114/1415   -9.9
20190114/1445   -9.9
20190114/1515   -9.9
20190114/1545   -9.9
20190114/1615   -9.9
20190114/1645   -9.9
20190114/1715   -9.9
20190114/1745   -9.9
20190114/1815   -9.9
20190114/1845   -9.9
20190114/1915   -9.9
20190114/1945   -9.9
20190114/2015   -9.9
20190114/2045   -9.9
20190114/2115   -9.9
20190114/2145   -9.9
20190114/2215   -9.9
20190114/2245   -9.9
20190114/2315   -9.9
20190114/2345   -9.9
20190114/2345   -9.9
20190115/0015   -9.9
20190115/0045   -9.9
20190115/0115   -9.9
20190115/0145   -9.9
20190115/0215   -9.9
20190115/0245   -9.9
20190115/0315   -9.9
20190115/0345   -9.9
20190115/0415   -9.9
20190115/0445   -9.9
20190115/0515   -9.9
20190115/0545   -9.9
20190115/0615   -9.9
20190115/0645   -9.9
20190115/0715   -9.9
20190115/0745   -9.9
20190115/0815   -9.9
20190115/0845   -9.9
20190115/0915   -9.9
20190115/0945   -9.9
20190115/1015   -9.9
20190115/1045   -9.9
20190115/1115   -9.9
20190115/1145   -9.9
20190115/1215   -9.9
20190115/1245   -9.9
20190115/1315   -9.9
20190115/1345   -9.9
20190115/1415   -9.9
20190115/1445   -9.9
20190115/1515   -9.9
20190115/1545   -9.9
20190115/1615   -9.9
20190115/1645   -9.9
20190115/1715   -9.9
20190115/1745   -9.9
20190115/1815   -9.9
20190115/1845   -9.9
20190115/1915   -9.9
20190115/1945   -9.9
20190115/2015   -9.9
20190115/2045   -9.9
20190115/2115   -9.9
20190115/2145   -9.9
20190115/2215   -9.9
20190115/2245   -9.9
20190115/2315   -9.9
20190115/2345   -9.9
20190115/2345   -9.9
20190116/0015   -9.9
20190116/0045   -9.9
20190116/0115   -9.9
20190116/0145   -9.9
20190116/0215   -9.9
20190116/0245   -9.9
20190116/0315   -9.9
20190116/0345   -9.9
20190116/0415   -9.9
20190116/0445   -9.9
20190116/0515   -9.9
20190116/0545   -9.9
20190116/0615   -9.9
20190116/0645   -9.9
20190116/0715   -9.9
20190116/0745   -9.9
20190116/0815   -9.9
20190116/0845   -9.9
20190116/0915   -9.9
20190116/0945   -9.9
20190116/1015   -9.9
20190116/1045   -9.9
20190116/1115   -9.9
20190116/1145   -9.9
20190116/1215   -9.9
20190116/1245   -9.9
20190116/1315   -9.9
20190116/1345   -9.9
20190116/1415   -9.9
20190116/1445   -9.9
20190116/1515   -9.9
20190116/1545   -9.9
20190116/1615   -9.9
20190116/1645   -9.9
20190116/1715   -9.9
20190116/1745   -9.9
20190116/1815   -9.9
20190116/1845   -9.9
20190116/1915   -9.9
20190116/1945   -9.9
20190116/2015   -9.9
20190116/2045   -9.9
20190116/2115   -9.9
20190116/2145   -9.9
20190116/2215   -9.9
20190116/2245   -9.9
20190116/2315   -9.9
20190116/2345   -9.9
20190116/2345   -9.9
20190117/0015   -9.9
20190117/0045   -9.9
20190117/0115   -9.9
20190117/0145   -9.9
20190117/0215   -9.9
20190117/0245   -9.9
20190117/0315   -9.9
20190117/0345   -9.9
20190117/0415   -9.9
20190117/0445   -9.9
20190117/0515   -9.9
20190117/0545   -9.9
20190117/0615   -9.9
20190117/0645   -9.9
20190117/0815   -9.9
20190117/0845   -9.9
20190117/0915   -9.9
20190117/0945   -9.9
20190117/1015   -9.9
20190117/1045   -9.9
20190117/1115   -9.9
20190117/1145   -9.9
20190117/1145   -9.9
20190119/0015   -9.9
20190119/0045   -9.9
20190119/0115   -9.9
20190119/0145   -9.9
20190119/0215   -9.9
20190119/0245   -9.9
20190119/0315   -9.9
20190119/0345   -9.9
20190119/0415   -9.9
20190119/0445   -9.9
20190119/0515   -9.9
20190119/0545   -9.9
20190119/0615   -9.9
20190119/0645   -9.9
20190119/0715   -9.9
20190119/0745   -9.9
20190119/0815   -9.9
20190119/0845   -9.9
20190119/0915   -9.9
20190119/0945   -9.9
20190119/1015   -9.9
20190119/1045   -9.9
20190119/1115   -9.9
20190119/1145   -9.9
20190119/1215   -9.9
20190119/1245   -9.9
20190119/1315   -9.9
20190119/1345   -9.9
20190119/1415   -9.9
20190119/1445   -9.9
20190119/1515   -9.9
20190119/1545   -9.9
20190119/1615   -9.9
20190119/1645   -9.9
20190119/1715   -9.9
20190119/1745   -9.9
20190119/1815   -9.9
20190119/1845   -9.9
20190119/1915   -9.9
20190119/1945   -9.9
20190119/2015   -9.9
20190119/2045   -9.9
20190119/2115   -9.9
20190119/2145   -9.9
20190119/2215   -9.9
20190119/2245   -9.9
20190119/2315   -9.9
20190119/2345   -9.9
20190120/0015   -9.9
20190120/0045   -9.9
20190120/0115   -9.9
20190120/0145   -9.9
20190120/0215   -9.9
20190120/0245   -9.9
20190120/0315   -9.9
20190120/0345   -9.9
20190120/0415   -9.9
20190120/0445   -9.9
20190120/0515   -9.9
20190120/0545   -9.9
20190120/0615   -9.9
20190120/0645   -9.9
20190120/0715   -9.9
20190120/0745   -9.9
20190120/0815   -9.9
20190120/0845   -9.9
20190120/0915   -9.9
20190120/0945   -9.9
20190120/1015   -9.9
20190120/1045   -9.9
20190120/1115   -9.9
20190120/1145   -9.9
20190120/1215   -9.9
20190120/1245   -9.9
20190120/1315   -9.9
20190120/1345   -9.9
20190120/1415   -9.9
20190120/1445   -9.9
20190120/1515   -9.9
20190120/1545   -9.9
20190120/1615   -9.9
20190120/1645   -9.9
20190120/1715   -9.9
20190120/1745   -9.9
20190120/1815   -9.9
20190120/1845   -9.9
20190120/1915   -9.9
20190120/1945   -9.9
20190120/2015   -9.9
20190120/2045   -9.9
20190120/2115   -9.9
20190120/2145   -9.9
20190120/2215   -9.9
20190120/2245   -9.9
20190120/2315   -9.9
20190120/2345   -9.9
20190120/2345   -9.9
20190121/0015   -9.9
20190121/0045   -9.9
20190121/0115   -9.9
20190121/0145   -9.9
20190121/0215   -9.9
20190121/0245   -9.9
20190121/0315   -9.9
20190121/0345   -9.9
20190121/0415   -9.9
20190121/0445   -9.9
20190121/0515   -9.9
20190121/0545   -9.9
20190121/0615   -9.9
20190121/0645   -9.9
20190121/0715   -9.9
20190121/0745   -9.9
20190121/0815   -9.9
20190121/0845   -9.9
20190121/0915   -9.9
20190121/0945   -9.9
20190121/1015   -9.9
20190121/1045   -9.9
20190121/1115   -9.9
20190121/1145   -9.9
20190121/1215   -9.9
20190121/1245   -9.9
20190121/1315   -9.9
20190121/1345   -9.9
20190121/1415   -9.9
20190121/1445   -9.9
20190121/1515   -9.9
20190121/1545   -9.9
20190121/1615   -9.9
20190121/1645   -9.9
20190121/1715   -9.9
20190121/1745   -9.9
20190121/1815   -9.9
20190121/1845   -9.9
20190121/1915   -9.9
20190121/1945   -9.9
20190121/2015   -9.9
20190121/2045   -9.9
20190121/2115   -9.9
20190121/2145   -9.9
20190121/2215   -9.9
20190121/2245   -9.9
20190121/2315   -9.9
20190121/2345   -9.9
20190121/2345   -9.9
20190122/0015   -9.9
20190122/0045   -9.9
20190122/0115   -9.9
20190122/0145   -9.9
20190122/0215   -9.9
20190122/0245   -9.9
20190122/0315   -9.9
20190122/0345   -9.9
20190122/0415   -9.9
20190122/0445   -9.9
20190122/0515   -9.9
20190122/0545   -9.9
20190122/0615   -9.9
20190122/0645   -9.9
20190122/0715   -9.9
20190122/0745   -9.9
20190122/0815   -9.9
20190122/0845   -9.9
20190122/0915   -9.9
20190122/0945   -9.9
20190122/1015   -9.9
20190122/1045   -9.9
20190122/1115   -9.9
20190122/1145   -9.9
20190122/1215   -9.9
20190122/1245   -9.9
20190122/1315   -9.9
20190122/1345   -9.9
20190122/1415   -9.9
20190122/1445   -9.9
20190122/1515   -9.9
20190122/1545   -9.9
20190122/1615   -9.9
20190122/1645   -9.9
20190122/1715   -9.9
20190122/1745   -9.9
20190122/1815   -9.9
20190122/1845   -9.9
20190122/1915   -9.9
20190122/1945   -9.9
20190122/2015   -9.9
20190122/2045   -9.9
20190122/2115   -9.9
20190122/2145   -9.9
20190122/2215   -9.9
20190122/2245   -9.9
20190122/2315   -9.9
20190122/2345   -9.9
20190122/2345   -9.9
20190123/0015   -9.9
20190123/0045   -9.9
20190123/0115   -9.9
20190123/0145   -9.9
20190123/0215   -9.9
20190123/0245   -9.9
20190123/0315   -9.9
20190123/0345   -9.9
20190123/0415   -9.9
20190123/0445   -9.9
20190123/0515   -9.9
20190123/0545   -9.9
20190123/0615   -9.9
20190123/0645   -9.9
20190123/0715   -9.9
20190123/0745   -9.9
20190123/0815   -9.9
20190123/0845   -9.9
20190123/0915   -9.9
20190123/0945   -9.9
20190123/1015   -9.9
20190123/1045   -9.9
20190123/1115   -9.9
20190123/1145   -9.9
20190123/1215   -9.9
20190123/1245   -9.9
20190123/1315   -9.9
20190123/1345   -9.9
20190123/1415   -9.9
20190123/1445   -9.9
20190123/1515   -9.9
20190123/1545   -9.9
20190123/1615   -9.9
20190123/1645   -9.9
20190123/1715   -9.9
20190123/1745   -9.9
20190123/1815   -9.9
20190123/1845   -9.9
20190123/1915   -9.9
20190123/1945   -9.9
20190123/2015   -9.9
20190123/2045   -9.9
20190123/2115   -9.9
20190123/2145   -9.9
20190123/2215   -9.9
20190123/2245   -9.9
20190123/2315   -9.9
20190123/2345   -9.9
20190123/2345   -9.9
20190124/0015   -9.9
20190124/0045   -9.9
20190124/0115   -9.9
20190124/0145   -9.9
20190124/0215   -9.9
20190124/0245   -9.9
20190124/0315   -9.9
20190124/0345   -9.9
20190124/0415   -9.9
20190124/0445   -9.9
20190124/0515   -9.9
20190124/0545   -9.9
20190124/0615   -9.9
20190124/0645   -9.9
20190124/0715   -9.9
20190124/0745   -9.9
20190124/0815   -9.9
20190124/0845   -9.9
20190124/0915   -9.9
20190124/0945   -9.9
20190124/1015   -9.9
20190124/1045   -9.9
20190124/1115   -9.9
20190124/1145   -9.9
20190124/1215   -9.9
20190124/1245   -9.9
20190124/1315   -9.9
20190124/1345   -9.9
20190124/1415   -9.9
20190124/1445   -9.9
20190124/1515   -9.9
20190124/1545   -9.9
20190124/1615   -9.9
20190124/1645   -9.9
20190124/1715   -9.9
20190124/1745   -9.9
20190124/1815   -9.9
20190124/1845   -9.9
20190124/1915   -9.9
20190124/1945   -9.9
20190124/2015   -9.9
20190124/2045   -9.9
20190124/2115   -9.9
20190124/2145   -9.9
20190124/2215   -9.9
20190124/2245   -9.9
20190124/2315   -9.9
20190124/2345   -9.9
20190124/2345   -9.9
20190125/0015   -9.9
20190125/0045   -9.9
20190125/0115   -9.9
20190125/0145   -9.9
20190125/0215   -9.9
20190125/0245   -9.9
20190125/0315   -9.9
20190125/0345   -9.9
20190125/0415   -9.9
20190125/0445   -9.9
20190125/0515   -9.9
20190125/0545   -9.9
20190125/0615   -9.9
20190125/0645   -9.9
20190125/0715   -9.9
20190125/0745   -9.9
20190125/0815   -9.9
20190125/0845   -9.9
